text,label,source,restaurant,stars
"The food OK the service not at all first that would be nice to be told even if it’s written in the menu in the finest Sprint possible that is cash only

Secondly, as soon as we walk in my wife and I are like should we sit at the bar? The employee goes no it’s better in the dining room room. It’s too dark over here.
Horrendous, horrendous, horrendous horrendous never again
I don’t know why but we wanted to get shots. We got Malibu shots. We got quarter shots and we were charged way too much",0,google_maps,Eddie's Pizza,1
"Superrrr good I loved the pizza and had much more too offer, and I was attended too IMMEDIATELY. And the prices are amazingly affordable and reasonable.",1,google_maps,Eddie's Pizza,5
Best pizza 🍕🍕,1,google_maps,Eddie's Pizza,5
Great Thin crust pizza and Italian food. Classic place is a must go to.,1,google_maps,Eddie's Pizza,5
"There are plenty of restaurants with beautiful NYC views and mediocre everything else. That is not Manhatta. For our restaurant week lunch, the service was excellent at every single touchpoint, the food and cocktails were immaculate and inventive, AND the views were jaw-dropping to boot. (The whole floor is just skyline panoramas galore). Highly recommended for a date, a corporate card dinner, or just for a fun occasion where you want to be a little ritzy.",1,google_maps,Manhatta,5
"We visited Manhatta for sunset dinner and thoroughly enjoyed our experience. The atmosphere and views are beautiful. The food was even better!
Everyone you meet from the moment you arrive is friendly and welcoming. The servers are all polite and very knowledgeable. We would definitely recommend visiting Manhatta and we hope to return soon.",1,google_maps,Manhatta,5
Overall experience good. Beautiful. Food is 8/10.,1,google_maps,Manhatta,5
"I booked Manhatta during our stay in New York, but on arrival realised I’d somehow managed to book the wrong day – entirely my own fault, and I’m still not quite sure how I did it.

Despite it being 8pm on a Saturday night, the team were incredibly accommodating and managed to find us a spot in the bar area after a short wait, which was made much more pleasant with a couple of cocktails. Considering how busy it was, this was no small feat and very much appreciated.

We ordered the duck wings, fries and the lobster roll, all of which were excellent. The wine was also superb – from memory, a Pinot Noir that paired perfectly with the food.

The views from the restaurant are quite honestly some of the best in the world, and combined with the quality of the food, it made for a fantastic experience. I’d love to return and try the main menu next time – I’ll just make sure I book the right day.",1,google_maps,Manhatta,5
"Manhatta is an incredible experience! The views from the 60th floor are unmatched, but the food and service truly steal the show. Every dish was prepared to perfection, and the staff made us feel incredibly welcome. Truly a top-tier NYC dining destination. Five stars for everything!",1,google_maps,Manhatta,5
"We went to Manhattan for our anniversary lunch and left feeling really disappointed by the food, despite some genuine positives.

To start with the good: the service staff was excellent—attentive, warm, and professional throughout. The restaurant was clearly prepared for our anniversary; we had a beautiful table and a fantastic view, which made the setting feel special.

Unfortunately, the dining experience fell apart once it came to the food and drinks.

When I asked for a simple martini with a twist or flavor, the bartender said it wasn’t possible, which was surprising given that these are standard customizations. We were told to choose only from the cocktail menu, which felt unnecessarily restrictive.

The bigger issue was the food. We had informed the restaurant well in advance that one of the guests was vegetarian, yet the preset three-course menu had no vegetarian entrée at all. The only option offered was a “custom” pasta, which turned out to be plain al dente pasta with basic tomato ragu—no vegetables, no garnish, no effort. I even asked while ordering if vegetables could be added and was told no. Eating unadorned pasta with tomato sauce on your wedding anniversary is… not great.

My husband’s burger was also below average—nothing memorable and not what you’d expect at this price point. Desserts were just okay; the sorbet, in particular, was quite bad.

Overall, the views and service were the only saving grace. For a restaurant that presents itself as upscale and special-occasion worthy, the food quality and lack of flexibility—especially around dietary needs that were communicated ahead of time—were deeply disappointing. Sadly, not a place we’d return to or recommend for a celebratory meal.",0,google_maps,Manhatta,2
"We had our anniversary dinner here. Everything was perfect! amazing service, beautiful location, and delicious food. 10/10 experience. Highly recommend!",1,google_maps,Manhatta,5
"Pork was better than their fish, beautiful view and experience. Their salads were good too!

desserts were lacking however, nothing stood out.",1,google_maps,Manhatta,4
"We just had our wedding here and it was the most beautiful experience we could’ve asked for. The view, the food, but most importantly the staff that helped organize everything was so amazing. Tamar was a major help in putting it all together, manhatta is lucky to have her and the whole team!",1,google_maps,Manhatta,5
"I don’t see any reason why the personnel decided to mop the floor with my white fur coat, whereas all top section was completely free. The food was amazing, but such service ruined the whole experience.
Definitely not choosing the place where guests are treated like that, even if the rest was perfect.",0,google_maps,Manhatta,1
"The view is amazing and the atmosphere inside is very nice. The drinks were decent, but nothing too special. We didn’t eat, just had drinks.",1,google_maps,Manhatta,4
"Went here for my anniversary and everything was amazing from start to finish. The servers came by our table many times to assist and brought each course in a timely manner, and refilled our wine glasses without us having to ask. The food was really delicious and there was a lot of it, we almost didn’t finish the dessert course. They also put a note at our table and extra dessert at the end which was a really nice touch. Well worth the money",1,google_maps,Manhatta,5
"Super friendly staff, great food and amazing view",1,google_maps,Manhatta,5
"We visited here for a special anniversary.
It would be a beautiful place for a wedding as well 🥰
The food was good overall, and the staff were especially friendly.
The view was absolutely beautiful 😎
We noticed many people ordering burgers 🍔maybe it’s a popular burger spot 😋",1,google_maps,Manhatta,5
"Excellent food, staff and ambience. A hidden gem near Penn station.",1,google_maps,The Landing,5
Delicious food option close to MSG,1,google_maps,The Landing,5
I want to return to sample their dinner options. Their offerings stick to trusted favorites. Their team manages crowds while maintaining service standards. This place handled every detail correctly. What you spend here seems fair.,1,google_maps,The Landing,5
"This was my first visit to The Landing and SURELY won't be my last. I would rate it 5+ stars on ALL counts! We truly had an excellent experience so kudo's to the staff and the Chefs!Our server Jade did a wonderful job from welcoming us to saying goodbye as we left, she should be commended :)",1,google_maps,The Landing,5
"I visited for HH on a Tuesday. There was a bustling crowd. The staff managed to keep everyone happy.. The hummus was on point.

It's located in the 2nd floor of Penn.",1,google_maps,The Landing,5
"Un lugar muy agradable, con atención de calidad por parte de su personal, la comida deliciosa y el bar cuenta con los mejores tragos con bebidas preparadas por Santiago una excelente persona y profesional, sin duda es una de las mejores experiencias vividas.",1,google_maps,The Landing,5
"I used to love coming here. I brought two friends with me yesterday and was looking forward to a most unique dish. However, the menu had changed, and we can no longer get the chicken Piri Piri. I raved about that dish to my friends and we were all looking forward. I asked the waitress if they could still make it and she said unfortunately not.  we each had something different but I can’t say that any of the dishes were as good as the Piri Piri. It was unique! I wished it was still available if requested. Don’t think I’ll be coming back.",0,google_maps,The Landing,1
"This place caters to business lunch meals, I assume located in Penn plaza. Upscale casual, variety of food on the menu and friendly staff.

Prices are a bit expensive, the quality of food is very good though. I enjoyed my lunch! I had the salmon poke bowl and it was very filling. The salmon was fresh and I enjoyed the crunch of the wontons with it. I didn’t want the extra starch but should have gotten the added rice for $3 as there was a lot of extra sauce on the plate. There was too much sauce without rice.

the burrata appetizer was good as well. I liked the balsamic and strawberries with it and the pork as well. The hummus was okay, it was more chunky than I expected.

Convenient location for work lunch meetings!",1,google_maps,The Landing,4
Good place to have biz lunch,1,google_maps,The Landing,5
Recommended!,1,google_maps,The Landing,5
Nice spot for after work drinks. Leaning on the classier side. My team from out of town loved it. Great location- Penn Station.,1,google_maps,The Landing,5
"From first impressions to last tastes, all wonderful. Staff members appear exactly when needed. The menu items satisfy. The environment impresses. This restaurant delivers consistent excellence. This place outperforms established places.",1,google_maps,The Landing,5
"A fantastic find near Penn Station, both NYC upscale yet very reasonably priced. Drinks and food were great, probably the best crab cake I’ve had. Will most definitely return.",1,google_maps,The Landing,5
"Amazing prime rib!  Hannah, our wait staff  was a dream. Good was delish .  Everyone who works here had a great attitude and a smile. We will be back",1,google_maps,The Landing,5
"""This is my favorite please with great options no matter what your dietary needs are. The vegetarian wrap is DE-LICIOUS and their salads and scrumptious, the best part is the staff, every time I go to The Landing, the greeting, the service, the professionalism makes you want to exhale and enjoy the experience. Highly recommend The Landing""",1,google_maps,The Landing,5
"We had a delicious lunch, the salmon poke was excellent. Emily our server was kind and friendly and we will be back for sure!",1,google_maps,The Landing,5
"I have recommended The Landing many times. It's the perfect restaurant for the Penn Station area. There's nothing like it. Tonight, Mario and the rest of the staff were very pleasant and provided quality service. I look forward to the next time!",1,google_maps,The Landing,5
"Good work dinner here, great service",1,google_maps,The Landing,5
"Absolutely amazing spot! Bruna & Anna are wonderful. They went above and beyond to ensure excellent service and care.

They treat each table like a VIP table, and we had such lovely conversations with them and all of the staff. They are kind and caring and definitely helped make the experience 10 times better.

The live music on Thursdays is amazing and makes it feel like a Jazz Club. Overall, it's a great spot for an awesome hangout and a fantastic atmosphere.",1,google_maps,The Landing,5
Santiago was amazing! He recommended the best drinks and the service was phenomenal. Our time here was pleasant. Foods and drinks are 10/10 I definitely recommend it. We will be back. When you come ask come to the bar and ask for Santiago,1,google_maps,The Landing,5
Beautiful place !!,1,google_maps,The Landing,5
"First time here, and we were very impressed. Unfortunately they did not have the crab cakes and I wish I was told before trying to order them… but nonetheless the food was great. Halibut was cooked to perfect and the tuna poke bowl is fantastic. I will be coming back for those crab cakes!",1,google_maps,The Landing,5
Food and staff were amazing!,1,google_maps,The Landing,5
"I’m not sure I can recall a more welcoming environment with such incredible staff, amazing food and drinks!

The service is an 11/10 and the location is unmatched. This is an amazing space for a happy hour drink, classy dinner or pregame before an MSG event.

I will be back multiple times!",1,google_maps,The Landing,5
Great place to stop in after work for a bite and a cocktail or pop in for dinner before a game at MSG! The food is so tasty. You can really tell they use top-notch quality ingredients. The vibe is cozy yet modern. I have a dairy allergy and they are always very accommodating. The staff is always friendly and helpful. Our go to!,1,google_maps,The Landing,5
"The Landing is mid.

If you are a vegetarian or vegan, the options are very slim. It is 2025 and I don't know why restaurants are not catering more to this growing demographic of diners.

The service can be quite slow and the food takes a while to come out.

It is usually crowded around lunchtime with various office groups dining here.

This restaurant is nothing special and there are other options around that are better, and who cater to all diet types.",0,google_maps,The Landing,1
"Thai Villa delivers one of those meals that makes you slow down—because every dish feels intentional, balanced, and genuinely cared for. The space is gorgeous and transportive, with a warm, intimate glow that makes the whole night feel like an occasion without trying too hard.

What really stands out is the precision of the flavors: bright herbs, deep aromatics, clean heat, and that rare ability to be bold without getting heavy. Every bite tastes layered—sweet, sour, salty, spicy—built in harmony instead of competing for attention. Even the classics feel elevated, with textures that stay crisp where they should and richness that never turns dull.

Service matches the food: polished, kind, and confident, with pacing that lets you enjoy the meal instead of rushing you through it. Thai Villa isn’t just “good Thai”—it’s the kind of place you remember, crave again a week later, and recommend immediately.

Continue crushing it please.",1,google_maps,Thai Villa,5
Pear was AMAAAAZING! rock star.,1,google_maps,Thai Villa,5
Pear was an amazing server. So attentive and kind!,1,google_maps,Thai Villa,5
0ur server Pear was great ! Food was amazing,1,google_maps,Thai Villa,5
Amazing!,1,google_maps,Thai Villa,5
Best Thai food I’ve ever had!!! Perfect flavors and good quality.,1,google_maps,Thai Villa,5
"Beautiful inside and nice open space. Got convinced to order duck and the royal pad thai. Im a big fan of chicken pad thai anywhere and they said it would be similar so I was convinced to order the royal pad thai. Which looked nice and is really just more jumbo shrimp-esque but tasted sweeter with less than the typical pad thai smell. The spring rolls were interesting it was just open shell with stuffing. They also have a new menu options. Good date spot for our 6 month and we got on waitlist as we were driving from american dream mall. It was packed!! Definitely reserve in advance, we got off waitlist as we were driving there. Got lucky!",1,google_maps,Thai Villa,5
Had a great time and ate delicious food! Andy was a very attentive server,1,google_maps,Thai Villa,5
"Great food great vibes! Also, I left my gloves there and they called me within minutes after I left the place. That’s amazing!",1,google_maps,Thai Villa,5
"This place is amazing, the food is delicious, the atmosphere is very welcoming, our server Gone was very attentive and patient, her service was very friendly, I would come back and ask for Gone again!",1,google_maps,Thai Villa,5
Great spot I love Pear especially!,1,google_maps,Thai Villa,5
The papaya salad sauce didn't hit right. But the addition of the pork rinds was excellent. I was blown away by the Crispy duck dish it was sooooo good. This place is really popular and very packed and loud. So make your reservations early or prepare for a long wait (45+ minutes). For reference we went on a Wednesday night after 9pm and still had to wait pretty long.,1,google_maps,Thai Villa,5
Great food but the staff can be a bit pushy,1,google_maps,Thai Villa,4
"Had a great experience at Thai Villa on my second visit! I noticed that some of the menu options have changed, but everything we ordered was delicious. The duck curry, Royal Pad Thai, and chicken spring rolls were especially flavorful and well-prepared. The restaurant was super busy and packed on a Sunday, which really shows how popular it is. Had a great time with my boyfriend today. The food is awesome. Highly recommended for couples for a date night.",1,google_maps,Thai Villa,5
pear our server was so amazing and recommended the best dishes!,1,google_maps,Thai Villa,5
Every bite was incredible.,1,google_maps,Thai Villa,5
We had such an amazing time at Thai Villa. The food was so good. Our server Pear was great. She was helpful and everything that she suggested was awesome.,1,google_maps,Thai Villa,5
Good enough for me to come back sometime 😜,1,google_maps,Thai Villa,5
Our server Pear was amazing.,1,google_maps,Thai Villa,5
"Thai Villa is hands down our favorite Thai restaurant in the city. We’ve been here multiple times, and it never disappoints. The food is consistently amazing — full of flavor, beautifully presented, and clearly made with care.

A special thank you to our server, Andy, who provided outstanding service. She was attentive, friendly, and made sure everything was perfect throughout our meal.

If you’re looking for authentic Thai cuisine with exceptional service, Thai Villa is the place to go. We’ll definitely be back again soon!",1,google_maps,Thai Villa,5
Such a beautiful restaurant! I love the decor and ambiance. Food was great. I highly recommend their pad kee mao with beef and basil fried rice.,1,google_maps,Thai Villa,5
Pearl was an amazing server. We had a booth which was spacious and comfortable. Food was very delicious.,1,google_maps,Thai Villa,5
"I had an amazing experience at this Thai restaurant! The Pad Kee Mao (drunken noodles) was hands down the best I’ve ever had — perfectly balanced flavors, just the right level of spice, and fresh ingredients that really stood out. Every bite was delicious and satisfying.
What made the experience even better was our server, GAM V. She was incredibly friendly, attentive, and genuinely helpful throughout our visit. She made sure we had everything we needed and gave great recommendations. Her warm and welcoming attitude truly elevated our dining experience.
If you’re looking for authentic Thai food with fantastic service, this place is a must-visit. I’ll definitely be coming back!",1,google_maps,Thai Villa,5
"I can confidently say this is one of the best Thai restaurants I’ve ever had. From the moment we walked in, everything felt special. The ambiance is absolutely beautiful — elegant, warm, and thoughtfully designed, making it perfect for a date night or a memorable dinner with friends.

The food was outstanding from start to finish. Every dish was beautifully presented and packed with authentic, well-balanced flavors. You can really tell the kitchen puts care and attention into every plate.

Our server, James, was incredibly attentive — friendly, professional, and always checking in at just the right moments. A big thank you to Riz as well for recommending so many delicious dishes. We tried several items and loved them all, but our favorite was definitely the duck chuchee — perfectly cooked with a rich, flavorful sauce. The Royal Pad Thai is also a must-try dish.

We will definitely be coming back again soon. And thank you again, Riz, for the amazing drink recommendation — it was fantastic, and I absolutely love the name: “Kiss All the Time” :)",1,google_maps,Thai Villa,5
"The food, ambience everything is amazing!!!",1,google_maps,Thai Villa,5
Bee U was an excellent server! The food was fantastic and it was our first time here !!,1,google_maps,Thai Villa,5
"Easily one of the best restaurants I’ve ever been to.
Incredible food, innovative drinks, excellent service, and truly professional staff — especially impressive for the price in Manhattan.
Huge kudos to the owner, manager, and staff for such an outstanding experience.",1,google_maps,Thai Villa,5
"Selena, our server was awesome’n",1,google_maps,Thai Villa,5
Tori and Arita were sensational at the bar great atmosphere and friendly people,1,google_maps,Thai Villa,5
Awesome food and service!,1,google_maps,Thai Villa,5
Food was awesome and the service was superb. Our waitress Gam V was the best. Recommended dishes to try and made sure we were satisfied,1,google_maps,Thai Villa,5
"Amazing food and I had no idea what to order. Pear was super friendly, very accommodating, knowledgeable and helpful in helping us decide! Will definitely be coming back! Mmmmmm!",1,google_maps,Thai Villa,5
Wow! What a great discovery! Definitely on my radar for next trip! Pear our server was excellent. She helped us with recommendations and awesome service!❤️,1,google_maps,Thai Villa,5
"This is the best Thai restaurant I've ever had!
I recommend you to try Guay tew lord (?)
I ordered twice

And the staff named Pair is so nice that she recommended some good dishes!",1,google_maps,Thai Villa,5
"Cozy restaurant, great service, good food! I recommend getting a thai tea with your meal",1,google_maps,Thai Villa,4
"Great Thai food, highly recommended. I was very happy with the pad Thai",1,google_maps,Thai Villa,5
Loved our server Phim! Explained the large menu to us and had great recommendations the whole table loved. Thank you P’Phim!,1,google_maps,Thai Villa,5
"Phim was such an incredible server!! They were so knowledgeable, answered all our questions, and cleared our entire table in one go!! I was so impressed. Food was also so good! Highly recommend the banana blossom salad and the royal pad Thai",1,google_maps,Thai Villa,5
Delicious,1,google_maps,Thai Villa,4
"I accidentally ate here twice last time I was in New York (friend made a reservation I didn’t check and another friend invited me the night before on a whim). I can see why it’s so well-known in the area! The food is absolutely phenomenal and service is fantastic, it’s a beautiful place as well. Very busy so be sure to check reservations!",1,google_maps,Thai Villa,5
"The server  Gam is so nice she is  great and she took care of us .
The place is fantastic!!!!",1,google_maps,Thai Villa,5
Best Tai food in Manhattan ❤️,1,google_maps,Thai Villa,5
Absolutely loved. Exactly the thai food we were looking for and inside was beautiful!,1,google_maps,Thai Villa,5
"We had a great experience the food was really tasty and fresh and super quick, pear and the whole staff were super nice and friendly. Definitely were coming back ten out of ten",1,google_maps,Thai Villa,5
"GAM U, you were amazing.",1,google_maps,Thai Villa,5
"simply sensational. the drinks, appetizers and main all were very delicious. we tried the royal lamb and duck curry and loved both.",1,google_maps,Thai Villa,5
"The food was flavorful, just be ready for serious heat if you order spicy, we asked for spicy it came out very very hot. 🌶️",1,google_maps,Thai Villa,4
"Had a wonderful time here for dinner. And our server, Pear, was lovely!",1,google_maps,Thai Villa,5
"Amazing food, beautiful ambiance, and excellent service from Andy. The staff was friendly and attentive. The Royal Pad Thai was rich and perfectly balanced, the Panang short rib was incredibly tender with deep, flavorful curry, and the Talay Prik Lueng was packed with fresh seafood and bold spices. One of the best Thai spots in NYC — highly recommend!",1,google_maps,Thai Villa,5
Andy was a fabulous server and had very helpful recommendations from the menu. We will absolutely be back.,1,google_maps,Thai Villa,5
"This is the best Thai place in town. We went there for a bday dinner and the food was amazing, the service from Andy V was first class. Highly recommended for any occasion.",1,google_maps,Thai Villa,5
Food was great and so was our server Gam. Very attentive and quick,1,google_maps,Thai Villa,5
Such a wonderful experience! Thank you so much Gam U for making this such a special night!!! ❤️,1,google_maps,Thai Villa,5
"Nice food. Good service by staff, special thanks to Gam V.",1,google_maps,Thai Villa,5
"Phim was our waiter, super attentive and recs were 🔥🔥🔥",1,google_maps,Thai Villa,4
PHIM P gave two recommendations and I literally liked both! Great service!,1,google_maps,Thai Villa,5
We had an excellent time here and they had a lot of gluten free options! Phim did a great job explaining what was safe on the menu which was great as someone with a gluten allergy. Thank you :),1,google_maps,Thai Villa,5
First time here and the food and service was amazing! Gam was our server and she was very attentive!,1,google_maps,Thai Villa,4
Gam U was wonderful!  the best part was the Duck! she said you would love it and she was right.  Oh and lets not talk about the drinks. we ordered 4 lychee tinis. Yummy! can t wait to come back. thank you Gam u!...,1,google_maps,Thai Villa,5
"Was on a New York layover and stumbled upon Thai Villa online & WOW am I glad I did! I’m already trying to make a resy at the end of the month when I’m back 🤭
My friend and I ordered the ugly duckling and the little rubber duck floating in our drink was such a fun touch! I had the chicken pad thai and it was amazing! Not to mention the place was stunning! See you soon 🫶🏼
Update: went back and brought more friends! It was just as good as the first time!",1,google_maps,Thai Villa,5
Never disappoints! By far my favorite Thai restaurant! Gam is always on point as friendly! Xx,1,google_maps,Thai Villa,5
Andy was amazing and attentive. Get the pad sew ew with chicken and the Thai iced tea. Both are amazing !!,1,google_maps,Thai Villa,5
One of my favorite Thai restaurants in the city! Thank you for the incredible service Andy,1,google_maps,Thai Villa,5
Food is delicious,1,google_maps,Thai Villa,5
Truly a fantastic restaurant from food to service (thank you Andy 😊) to atmosphere ❤️,1,google_maps,Thai Villa,5
My favourite place in town! Everything is amazing. Shout out to Gam! She was great with everything,1,google_maps,Thai Villa,5
Food was fine. Staff was very rude,0,google_maps,Thai Villa,1
the sever Pear was amazing!!! she took her time and served me well. will be back because of her. thank you Pear!,1,google_maps,Thai Villa,5
Pear was great! Gave delicious recommendations and was very sweet and attentive,1,google_maps,Thai Villa,5
Pear was such a wonderful waitress! So sweet and the food was amazing,1,google_maps,Thai Villa,5
Korn was an unbelievable waiter and the food was great! I highly recommend!! Definitely coming back,1,google_maps,Thai Villa,5
i. love. pear. !!!! best server ever.,1,google_maps,Thai Villa,5
"Can't wait to go back! Phim was our server and took such good care of us and gave us great recommendations. All the food was amazing, I especially enjoyed the tao hu khua appetizer, crispy banana blossom salad, and the banana crepes. Delicious cocktails as well! The ambience is super cute and the service is excellent.",1,google_maps,Thai Villa,5
Thai Villa has friendly staff who really know how to make you feel welcome and taken care of.,1,google_maps,Thai Villa,5
"If you’ve been to Thailand you would know this place is quite authentic. The food was flavorful. The service was friendly and welcoming. The host, Keng, welcomed us with a smile, and the bartenders Tor and Kuka were attentive and friendly. Would love to come back next time we are in NYC.",1,google_maps,Thai Villa,5
Cozy spot with incredible food and service. My wife and I just moved to NYC and we will be regulars here for sure. Our server Andy was friendly and welcoming!,1,google_maps,Thai Villa,5
Delicious!,1,google_maps,Thai Villa,4
"Gosh, as a Thai person, this place reminds me of home. Since you first step in to the cozy but upscale place, the host (Keng) will delightfully greet you with a big smile. We sat at the bar because it was a busy sat night, and the bartenders (Tor and Kuka) are no less wonderful.The drinks were DELICIOUS. The food was phenomenal!!! Ordered fried Branzino with rice and thai sauce, corn and shrimp salad, squid noodles, and duck curry. We left with no crumbs 😊",1,google_maps,Thai Villa,5
"Been here a few times and the food never disappoints! Green curry, pad see ew and basil chicken are my favorites.",1,google_maps,Thai Villa,4
Came here on a date. The food was absolutely delicious and the service was amazing. Also wonderful atmosphere!,1,google_maps,Boucherie Union Square,5
Awesome.,1,google_maps,Boucherie Union Square,5
"This was our first time in Boucherie. Set at 7:30pm for a light dinner. The French dishes were good good as expected. We had mousse de foie gras, bone marrow and moules fries. Adrianne our host was great. Friendly, efficient, cortious, and above all patient. We truely suffered from the very loud techno/retro disco music. In our hamble opinion, French chanson, would have earned the place 5 stars 🌟 in this survey.
We'll back.",1,google_maps,Boucherie Union Square,4
"Loved my experience at Boucherie. Staff was friendly and knowledgeable. Great wine list. Enjoyed the atmosphere. Erica (one of the managers) elevated our experience, highly knowledgeable about wine. Thank you for a great time. Can’t wait to go back!",1,google_maps,Boucherie Union Square,5
"Food, wine & service was exceptional! Erica helped us with wine, so much knowledge, recommended the best wine. Can’t wait to come back!!",1,google_maps,Boucherie Union Square,5
Beat experience I had in this place  GM Erica is the best such a great person loved her so much . Can’t wait to go back there . I will highly recommend this place for 💯,1,google_maps,Boucherie Union Square,5
Food was delicious and our server Gaudi was amazing! We will definitely com3 back.,1,google_maps,Boucherie Union Square,5
"Typical expensive Manhattan experience. They tried their best but I was not that impressed. Steak was good but not great. Bread needs to be better. Salmon good.  Seems very popular, place filled up quickly.",1,google_maps,Boucherie Union Square,4
Pato was great! Great food and service.,1,google_maps,Boucherie Union Square,5
Had the best time here. Adrianne was our server! Great service and food!,1,google_maps,Boucherie Union Square,5
"Adrianne was the most incredible, caring server we could’ve asked for. She truly made us feel cared for and made our dinner a lovely experience. I can’t thank her enough!",1,google_maps,Boucherie Union Square,5
Quite amazing experience. Got served amazing food by lovely staff.,1,google_maps,Boucherie Union Square,5
Adrianne did a FABULOUS job.,1,google_maps,Boucherie Union Square,5
This experience was great. Loved the food and service.,1,google_maps,Boucherie Union Square,5
I came in to get a happy hour snack at the bar and Adam and Parvis were fantastic. The steak skewers and charcuterie were delicious! Will be back!,1,google_maps,Boucherie Union Square,5
"Food was great, Diego was Amazing!",1,google_maps,Boucherie Union Square,5
"Service was amazing, food was very good. Spent an amazing birthday dinner here with my girlfriends!! Not to mention Pato was an amazing server! I recommend here for dinner or even for drinks",1,google_maps,Boucherie Union Square,5
Diego is the best! Amazing service and so friendly,1,google_maps,Boucherie Union Square,5
"Not sure how a french restaurant manages to not cook an eye fillet steak well. It's like the steak was broiled and then finished on the grill. The texture and flavour were a total miss and for the first time in my 40+ years, most of the steak remained on my plate.
Great service and a very loud and lively atmosphere. Not for those who want an authentic french meal in a quiet setting.",0,google_maps,Boucherie Union Square,2
My friend and I went there because it was her birthday we had a amazing time our server Adrianne our waitress was amazinggggg she recommended the best food and drinks and she made our experience and my friend birthday wonderful! Would definitely visit again,1,google_maps,Boucherie Union Square,5
"My wife and I ventured further downtown than usual in response to a recommendation from a friend for Boucherie Union Square. Upon entering, we were escorted to a wonderful table in an absolutely stunning restaurant. Our server, Ben, was great. He offered up his opinions and we ordered. I had the steak frites and my wife had the duck. Both dishes were excellent, as well as the escargot appetizer. The fact that the captain came by to see how we were doing and also the general manager, Erica as well, speaks volumes about not only the food and ambience, but also the service and attention to detail. We will absolutely be coming again for dinner and also the brunch, which I’m told is a wonderful experience as well.",1,google_maps,Boucherie Union Square,5
Great dinner with my girl friend!,1,google_maps,Boucherie Union Square,5
Elena was wonderful! She made our dining experience a beautiful experience! Thank you!,1,google_maps,Boucherie Union Square,5
"Great food, excellent service and decent prices.",1,google_maps,Boucherie Union Square,5
Anais was a wonderful server. Great food! Will be back,1,google_maps,Boucherie Union Square,5
Food was delish. Anais was amazing. Highly recommend especially for lunch.,1,google_maps,Boucherie Union Square,5
"Boucherie is truly one of my favorite restaurants. Today I chose their Union Square location, and it was absolutely wonderful. The food was delicious, the ambiance and atmosphere were beautiful, and the service, as always, was perfect.",1,google_maps,Boucherie Union Square,5
"Ben was our waiter near the union square location. Made a huge difference. Super nice, respectful, and professional. Thanks Ben!",1,google_maps,Boucherie Union Square,5
"The food isn’t as good as the one at Boucherie in the West Village, and the service isn’t good either.",0,google_maps,Boucherie Union Square,1
"We love coming here—it’s always consistently awesome! The food is top-notch, but what really makes the experience stand out is Adrianne, our waitress. She’s so personable and attentive, and she has this way of making birthday dinners feel super special. The whole meal just flows perfectly because she’s on top of everything, from drink refills to making sure the food is exactly right. The atmosphere is warm and lively, perfect for celebrating. Every time we visit, we leave feeling happy and well taken care of. Huge shoutout to Adrianne for making our night extra memorable—she’s honestly part of why we keep coming back.",1,google_maps,Boucherie Union Square,5
"Wonderful service from Oscar, Yoverti and Pato. They made our evening, very attentive and knowledgeable. Food was delicious and the ambient felt very cozy.",1,google_maps,Boucherie Union Square,5
"The best food, the best service and the best vibes in NYC. The staff here make it such a special experience. Thank you!!",1,google_maps,Boucherie Union Square,5
Todo perfecto y la té con de Gaudi hizo la experiencia todavía mejor. Muy recomendable!!,1,google_maps,Boucherie Union Square,5
"Estremamente rumoroso.
Necessario prenotare come in tutta NY.
Il menu è abbastanza basico.
Carne buona, molto pepata.
Patatine ottime.
Dolci buoni.",1,google_maps,Boucherie Union Square,4
Oscar was very great and tentative server. Mashallah.,1,google_maps,Boucherie Union Square,5
Adam was so great!!,1,google_maps,Boucherie Union Square,5
Adam was amazing. So friendly and knowledgeable!,1,google_maps,Boucherie Union Square,4
Adam was a great bartender! We love this place. Thank you for the consistently excellent service.,1,google_maps,Boucherie Union Square,5
"Our second time here, everything is delicious. Oscar was great!!",1,google_maps,Boucherie Union Square,5
"Adam our bar tender was fantastic! From
Crafting the perfect martini and fabulous wine pairing recs all in all a fantastic evening!",1,google_maps,Boucherie Union Square,5
Erika the sommelier was intoxicating!  Thank you!,1,google_maps,Boucherie Union Square,5
Erica is the best!!!!,1,google_maps,Boucherie Union Square,5
"Love it here! The folks behind the bar are so awesome, they always make me feel so welcome and taken care of!! The drinks and food are fantastic but I always come back because of the people :)",1,google_maps,Boucherie Union Square,5
Food was very good and Elena was a great server she ateeeee!,1,google_maps,Boucherie Union Square,5
The boucherie bar is absolutely fabulous! Every time I come they just make the experience that much better! :) food and drinks are great but the team makes it phenomenal!,1,google_maps,Boucherie Union Square,5
Amazing food and Elena was a great server. She was very sweet.,1,google_maps,Boucherie Union Square,5
Elena was amazing and so kind!,1,google_maps,Boucherie Union Square,5
"Great experience in the Boucherie

Stating from the service and ending with food everything was amazing. Manager Erika was also very attentive

Recommend it for everyone",1,google_maps,Boucherie Union Square,5
Diego was great!,1,google_maps,Boucherie Union Square,5
"Amazing place, our bartender Adam made one of the best spicy margarita I ever tried. 10/10!",1,google_maps,Boucherie Union Square,5
"Great ambience, a lot of space. Adam was our bartender great guy, you can see years of experience!",1,google_maps,Boucherie Union Square,5
